Instrument,Committee Name,Committee Position of the Director,Committee Start Date,LEI,Company Name,Officer Rank,Officer Full Name,Officer First Name,Officer Middle Name,Officer Last Name,Officer Start Date,Director Start Date,Position Start Date,Position Description
BAKK.L,Audit,Member,2023-01-01,213800COL7AD54YU9949,Bakkavor Group Plc,12,Ms. Umran Beba,Umran,,Beba,NaT,2020-09-01 00:00:00,2020-09-01 00:00:00,Non-Executive Independent Director
BAKK.L,Audit,Chairman,2020-04-03,213800COL7AD54YU9949,Bakkavor Group Plc,15,Ms. Jane Ann Lodge,Jane,Ann,Lodge,NaT,2018-04-03 00:00:00,2018-04-03 00:00:00,Non-Executive Independent Director
BCPT.L,Audit,Member,2021-01-04,213800A2B1H4ULF3K397,Balanced Commercial Property Trust Ltd,2,Mr. Hugh Y. Scott-Barrett,Hugh,Y.,Scott-Barrett,NaT,2021-01-04 00:00:00,2021-06-17 00:00:00,Senior Non-Executive Independent Director
BCPT.L,Audit,Chairman,2023-05-31,213800A2B1H4ULF3K397,Balanced Commercial Property Trust Ltd,3,"Ms. Isobel Sharp, CBE",Isobel,,Sharp,NaT,2022-11-08 00:00:00,2022-11-08 00:00:00,Non-Executive Independent Director
BCPT.L,Audit,Member,2019-06-03,213800A2B1H4ULF3K397,Balanced Commercial Property Trust Ltd,4,"Ms. Linda (Poil) Wilding, Ph.D.",Linda,,Wilding,NaT,2019-06-03 00:00:00,2019-06-03 00:00:00,Non-Executive Independent Director
BCPT.L,Audit,Member,2018-09-11,213800A2B1H4ULF3K397,Balanced Commercial Property Trust Ltd,5,Mr. John Wythe,John,,Wythe,NaT,2018-09-11 00:00:00,2018-09-11 00:00:00,Non-Executive Independent Director
BALF.L,Audit,Chairman,2017-01-01,CT4UIJ3TUKGYYHMENQ17,Balfour Beatty PLC,5,"Dr. Stephen Robert Billingham, CBE",Stephen,Robert,Billingham,NaT,2015-06-01 00:00:00,2019-05-16 00:00:00,Senior Non-Executive Independent Director
BALF.L,Audit,Member,2015-04-08,CT4UIJ3TUKGYYHMENQ17,Balfour Beatty PLC,6,Mr. Stuart J. Doughty,Stuart,J.,Doughty,NaT,2015-04-08 00:00:00,2015-04-08 00:00:00,Non-Executive Independent Director
BALF.L,Audit,Member,,CT4UIJ3TUKGYYHMENQ17,Balfour Beatty PLC,9,"Mr. Michael A. (Mike) Lucki, CPA",Michael,A.,Lucki,NaT,2017-07-01 00:00:00,2017-07-01 00:00:00,Non-Executive Independent Director
BALF.L,Audit,Member,,CT4UIJ3TUKGYYHMENQ17,Balfour Beatty PLC,10,Ms. Barbara Moorhouse,Barbara,,Moorhouse,NaT,2017-06-01 00:00:00,2017-06-01 00:00:00,Non-Executive Independent Director
BGEO.L,Audit,Member,2018-02-24,213800XKDG12NQG8VC53,Bank of Georgia Group PLC,17,Ms. Hanna-Leena (Hanna) Loikkanen,Hanna-Leena,,Loikkanen,NaT,2018-02-24 00:00:00,2018-02-24 00:00:00,Senior Non-Executive Independent Director
BGEO.L,Audit,Chairman,2018-02-24,213800XKDG12NQG8VC53,Bank of Georgia Group PLC,20,Mr. Jonathan Muir,Jonathan,,Muir,NaT,2018-02-24 00:00:00,2018-02-24 00:00:00,Non-Executive Independent Director
BGEO.L,Audit,Member,2018-02-24,213800XKDG12NQG8VC53,Bank of Georgia Group PLC,21,"Mr. Cecil D. Quillen, III",Cecil,D.,Quillen,NaT,2018-02-24 00:00:00,2018-02-24 00:00:00,Non-Executive Independent Director
BARC.L,Audit,Member,2022-03-01,213800LBQA1Y9L22JB70,Barclays PLC,17,Mr. Robert Berry,Robert,,Berry,NaT,2022-02-08 00:00:00,2022-02-08 00:00:00,Non-Executive Independent Director
BARC.L,Audit,Member,2016-03-01,213800LBQA1Y9L22JB70,Barclays PLC,25,Ms. Diane Lynn Schueneman,Diane,Lynn,Schueneman,NaT,2015-06-25 00:00:00,2015-06-25 00:00:00,Non-Executive Independent Director
BARC.L,Audit,Chairman,2023-04-01,213800LBQA1Y9L22JB70,Barclays PLC,26,Ms. Julia Susan Wilson,Julia,Susan,Wilson,NaT,2021-04-01 00:00:00,2021-04-01 00:00:00,Non-Executive Independent Director
BDEV.L,Audit,Member,2012-12-03,2138006R85VEOF5YNK29,Barratt Developments P L C,8,Ms. Nina Bibby,Nina,,Bibby,NaT,2012-12-03 00:00:00,2012-12-03 00:00:00,Non-Executive Independent Director
BDEV.L,Audit,Member,2021-03-01,2138006R85VEOF5YNK29,Barratt Developments P L C,9,Ms. Katie Bickerstaffe,Katie,,Bickerstaffe,NaT,2021-03-01 00:00:00,2021-03-01 00:00:00,Non-Executive Independent Director
BDEV.L,Audit,Member,2023-01-01,2138006R85VEOF5YNK29,Barratt Developments P L C,10,Ms. Jasi Halai,Jasi,,Halai,NaT,2023-01-01 00:00:00,2023-01-01 00:00:00,Non-Executive Independent Director
BDEV.L,Audit,Chairman,2016-11-16,2138006R85VEOF5YNK29,Barratt Developments P L C,11,Mr. John Fyfe (Jock) Lennox,John,Fyfe,Lennox,NaT,2016-07-01 00:00:00,2021-05-04 00:00:00,Senior Non-Executive Independent Director 
BDEV.L,Audit,Member,2021-03-01,2138006R85VEOF5YNK29,Barratt Developments P L C,12,Mr. Chris Weston,Chris,,Weston,NaT,2021-03-01 00:00:00,2021-03-01 00:00:00,Non-Executive Independent Director
BBGIB.L,Audit,Chairman,2018-08-31,529900CV0RWCOP5YHK95,BBGI Global Infrastructure SA,5,Ms. Jutta Af Rosenborg,Jutta,Af,Rosenborg,NaT,2018-07-01 00:00:00,2018-07-01 00:00:00,Independent Member of the Supervisory Board
BBGIB.L,Audit,Member,2022-04-29,529900CV0RWCOP5YHK95,BBGI Global Infrastructure SA,6,Ms. Jungwha (June) Aitken,Jungwha,,Aitken,NaT,2022-04-29 00:00:00,2022-04-29 00:00:00,Independent Member of the Supervisory Board
BBGIB.L,Audit,Member,2022-04-29,529900CV0RWCOP5YHK95,BBGI Global Infrastructure SA,7,Mr. Andrew F. Sykes,Andrew,F.,Sykes,NaT,2022-04-29 00:00:00,2022-04-29 00:00:00,Senior Independent Member of the Supervisory Board
BBGIB.L,Audit,Member,2021-05-01,529900CV0RWCOP5YHK95,BBGI Global Infrastructure SA,8,Mr. Chris Waples,Chris,,Waples,NaT,2021-05-01 00:00:00,2021-05-01 00:00:00,Independent Member of the Supervisory Board
BEZG.L,Audit,Member,2021-08-01,213800VTOMUWD41GIT12,Beazley PLC,10,Mr. Rajesh K. (Raj) Agrawal,Rajesh,K.,Agrawal,NaT,2021-08-01 00:00:00,2021-08-01 00:00:00,Non-Executive Independent Director
BEZG.L,Audit,Member,2022-05-31,213800VTOMUWD41GIT12,Beazley PLC,14,Ms. Fiona Muldoon,Fiona,,Muldoon,NaT,2022-05-31 00:00:00,2022-05-31 00:00:00,Non-Executive Independent Director
BEZG.L,Audit,Chairman,2019-04-10,213800VTOMUWD41GIT12,Beazley PLC,15,Mr. Anthony Jonathan (John) Reizenstein,Anthony,Jonathan,Reizenstein,NaT,2019-04-10 00:00:00,2019-04-10 00:00:00,Non-Executive Independent Director
BEZG.L,Audit,Member,2022-05-31,213800VTOMUWD41GIT12,Beazley PLC,16,"Dr. Cecilia G. Reyes, Ph.D.",Cecilia,G.,Reyes,NaT,2022-05-31 00:00:00,2022-05-31 00:00:00,Non-Executive Independent Director
BEZG.L,Audit,Member,2016-08-11,213800VTOMUWD41GIT12,Beazley PLC,17,Mr. Robert Arthur (Bob) Stuchbery,Robert,Arthur,Stuchbery,NaT,2016-08-11 00:00:00,2023-04-25 00:00:00,Non-Executive Independent Director
BBH.L,Audit,Member,2018-03-01,213800HQ3J3H9YF2UI82,Bellevue Healthcare Trust PLC,1,Mr. Randeep Singh Grewal,Randeep,Singh,Grewal,NaT,NaT,2019-07-17 00:00:00,Non-Executive Independent Chairman of the Board
BBH.L,Audit,Member,2021-07-02,213800HQ3J3H9YF2UI82,Bellevue Healthcare Trust PLC,2,Ms. Kate Blanche Mary Bolsover,Kate,Blanche Mary,Bolsover,NaT,2021-07-02 00:00:00,2021-07-02 00:00:00,Non-Executive Independent Director
BBH.L,Audit,Chairman,2018-03-01,213800HQ3J3H9YF2UI82,Bellevue Healthcare Trust PLC,3,Ms. Josephine (Jo) Dixon,Josephine,,Dixon,NaT,NaT,2020-01-01 00:00:00,Senior Non-Executive Independent Director
BBH.L,Audit,Member,,213800HQ3J3H9YF2UI82,Bellevue Healthcare Trust PLC,4,Mr. Paul Southgate,Paul,,Southgate,NaT,NaT,NaT,Non-Executive Independent Director
BBH.L,Audit,Member,2020-09-23,213800HQ3J3H9YF2UI82,Bellevue Healthcare Trust PLC,5,"Prof. Tony Young, OBE",Tony,,Young,NaT,2020-09-23 00:00:00,2020-09-23 00:00:00,Non-Executive Independent Director
BWY.L,Audit,Member,2017-10-01,213800CY4L3HST4FGZ98,Bellway PLC,5,Ms. Jill Caseberry,Jill,,Caseberry,NaT,2017-10-01 00:00:00,2023-09-06 00:00:00,Senior Non-Executive Independent Director
BWY.L,Audit,Chairman,2018-12-12,213800CY4L3HST4FGZ98,Bellway PLC,6,Mr. Ian Philip Mchoul,Ian,Philip,Mchoul,NaT,2018-02-01 00:00:00,2018-02-01 00:00:00,Non-Executive Independent Director
BWY.L,Audit,Member,2022-09-01,213800CY4L3HST4FGZ98,Bellway PLC,7,Mrs. Sarah Whitney,Sarah,,Whitney,NaT,2022-09-01 00:00:00,2022-12-16 00:00:00,Senior Independent Non-Executive Director
BKGH.L,Audit,Member,2018-04-18,2138009OQSSLVVHQAL78,Berkeley Group Holdings PLC,7,Ms. Rachel Downey,Rachel,,Downey,NaT,2017-12-08 00:00:00,2023-09-08 00:00:00,Senior Independent Non-Executive Director
BKGH.L,Audit,Chairman,2023-09-08,2138009OQSSLVVHQAL78,Berkeley Group Holdings PLC,9,Mr. Andy Kemp,Andy,,Kemp,NaT,2021-07-01 00:00:00,2021-07-01 00:00:00,Independent Non-Executive Director
BKGH.L,Audit,Member,2022-11-16,2138009OQSSLVVHQAL78,Berkeley Group Holdings PLC,10,Ms. Sarah Sands,Sarah,,Sands,NaT,2021-04-30 00:00:00,2021-04-30 00:00:00,Independent Non-Executive Director
BHMG.L,Audit,Member,2022-12-06,549300ZOFF0Z2CM87C29,BH Macro Ltd,2,Ms. Caroline Chan,Caroline,,Chan,NaT,2022-12-06 00:00:00,2022-12-06 00:00:00,Non-Executive Independent Director
BHMG.L,Audit,Member,2021-10-01,549300ZOFF0Z2CM87C29,BH Macro Ltd,3,Ms. Julia Chapman,Julia,,Chapman,NaT,2021-10-01 00:00:00,2021-10-01 00:00:00,Non-Executive Independent Director
BHMG.L,Audit,Member,2020-01-01,549300ZOFF0Z2CM87C29,BH Macro Ltd,4,"Ms. Bronwyn (Buckley) Curtis, OBE",Bronwyn,,Curtis,NaT,2020-01-01 00:00:00,2020-01-01 00:00:00,Non-Executive Independent Director
BHMG.L,Audit,Chairman,2016-06-24,549300ZOFF0Z2CM87C29,BH Macro Ltd,5,Mr. John Le Poidevin,John,Le,Poidevin,NaT,2016-06-24 00:00:00,2016-06-24 00:00:00,Non-Executive Independent Director
BHMG.L,Audit,Member,,549300ZOFF0Z2CM87C29,BH Macro Ltd,6,Mrs. Claire Whittet,Claire,,Whittet,NaT,2014-06-16 00:00:00,2019-06-20 00:00:00,Senior Non-Executive Independent Director
BYG.L,Audit,Member,2018-03-01,213800W7Q4V2ZI8LIW31,Big Yellow Group PLC,5,Dr. Anna Keay,Anna,,Keay,NaT,2018-03-01 00:00:00,2018-03-01 00:00:00,Non-Executive Independent Director
BYG.L,Audit,Member,2021-07-22,213800W7Q4V2ZI8LIW31,Big Yellow Group PLC,6,Mr. Vince Niblett,Vince,,Niblett,NaT,2017-06-01 00:00:00,2022-03-01 00:00:00,Senior Non-Executive Independent Director
BYG.L,Audit,Member,2021-09-01,213800W7Q4V2ZI8LIW31,Big Yellow Group PLC,7,Mr. Michael O'Donnell,Michael,,O'Donnell,NaT,2021-09-01 00:00:00,2021-09-01 00:00:00,Non-Executive Independent Director
BYG.L,Audit,Member,2021-03-01,213800W7Q4V2ZI8LIW31,Big Yellow Group PLC,8,Ms. Heather Savory,Heather,,Savory,NaT,2021-03-01 00:00:00,2021-03-01 00:00:00,Non-Executive Independent Director
BYG.L,Audit,Chairman,2021-07-22,213800W7Q4V2ZI8LIW31,Big Yellow Group PLC,9,Ms. Laela Pakpour Tabrizi,Laela,Pakpour,Tabrizi,NaT,2020-07-01 00:00:00,2020-07-01 00:00:00,Non-Executive Independent Director
BRGE.L,Audit,Member,2021-01-01,5493003R8FJ6I76ZUW55,Blackrock Greater Europe Investment Trust PLC,1,Mr. Eric Fenton Sanderson,Eric,Fenton,Sanderson,NaT,2013-04-01 00:00:00,2016-11-01 00:00:00,Non-Executive Independent Chairman of the Board
BRGE.L,Audit,Chairman,2016-11-01,5493003R8FJ6I76ZUW55,Blackrock Greater Europe Investment Trust PLC,2,Mr. Peter Baxter,Peter,,Baxter,NaT,2015-04-01 00:00:00,2015-04-01 00:00:00,Non-Executive Independent Director
BRGE.L,Audit,Member,,5493003R8FJ6I76ZUW55,Blackrock Greater Europe Investment Trust PLC,3,Ms. Davina C. Curling,Davina,C.,Curling,NaT,2011-12-01 00:00:00,2021-01-01 00:00:00,Senior Non-Executive Independent Director
BRGE.L,Audit,Member,2022-02-10,5493003R8FJ6I76ZUW55,Blackrock Greater Europe Investment Trust PLC,4,Mr. Ian Sayers,Ian,,Sayers,NaT,2022-02-10 00:00:00,2022-02-10 00:00:00,Non-Executive Independent Director
BRGE.L,Audit,Member,,5493003R8FJ6I76ZUW55,Blackrock Greater Europe Investment Trust PLC,5,Dr. Paola Subacchi,Paola,,Subacchi,NaT,2017-07-27 00:00:00,2017-07-27 00:00:00,Non-Executive Independent Director
BRSC.L,Audit,Member,2021-07-31,549300MS535KC2WH4082,Blackrock Smaller Companies Trust PLC,2,Mr. James Barnes,James,,Barnes,NaT,2021-07-31 00:00:00,2021-07-31 00:00:00,Non-Executive Independent Director
BRSC.L,Audit,Chairman,2021-06-11,549300MS535KC2WH4082,Blackrock Smaller Companies Trust PLC,3,Mr. Mark S. Little,Mark,S.,Little,NaT,2020-10-01 00:00:00,2020-10-01 00:00:00,Non-Executive Independent Director
BRSC.L,Audit,Member,2021-01-01,549300MS535KC2WH4082,Blackrock Smaller Companies Trust PLC,4,Ms. Susan Platts-Martin,Susan,,Platts-Martin,NaT,2016-04-21 00:00:00,2020-07-28 00:00:00,Senior Non-Executive Independent Director
BRSC.L,Audit,Member,2022-03-01,549300MS535KC2WH4082,Blackrock Smaller Companies Trust PLC,5,Ms. Helen Rachelle Sinclair,Helen,Rachelle,Sinclair,NaT,2022-03-01 00:00:00,2022-03-01 00:00:00,Non-Executive Independent Director
THRG.L,Audit,Member,2016-06-01,5493003B7ETS1JEDPF59,BlackRock Throgmorton Trust plc,1,Mr. Christopher (Chris) Samuel,Christopher,,Samuel,NaT,2016-06-01 00:00:00,2017-07-24 00:00:00,Non-Executive Independent Chairman of the Board
THRG.L,Audit,Member,2023-01-09,5493003B7ETS1JEDPF59,BlackRock Throgmorton Trust plc,2,Mr. Glen P. Suarez,Glen,P.,Suarez,NaT,2023-01-09 00:00:00,2023-01-09 00:00:00,Non-Executive Director
THRG.L,Audit,Member,2020-12-21,5493003B7ETS1JEDPF59,BlackRock Throgmorton Trust plc,3,"Dr. Nigel John Burton, Ph.D.",Nigel,John,Burton,NaT,2020-12-21 00:00:00,2020-12-21 00:00:00,Non-Executive Independent Director
THRG.L,Audit,Chairman,2017-03-22,5493003B7ETS1JEDPF59,BlackRock Throgmorton Trust plc,4,Mr. Loudon I. Greenlees,Loudon,I.,Greenlees,NaT,2014-03-26 00:00:00,2014-03-26 00:00:00,Non-Executive Independent Director
THRG.L,Audit,Member,2020-06-10,5493003B7ETS1JEDPF59,BlackRock Throgmorton Trust plc,5,Ms. Angela C. Lane,Angela,C.,Lane,NaT,2020-06-10 00:00:00,2020-06-10 00:00:00,Non-Executive Independent Director
THRG.L,Audit,Member,2019-03-21,5493003B7ETS1JEDPF59,BlackRock Throgmorton Trust plc,6,Ms. Louise Nash,Louise,,Nash,NaT,2019-03-21 00:00:00,2021-02-01 00:00:00,Senior Non-Executive Independent Director
THRG.L,Audit,Member,2021-03-24,5493003B7ETS1JEDPF59,BlackRock Throgmorton Trust plc,7,Ms. Merryn R. Somerset Webb,Merryn,R.,Somerset Webb,NaT,2021-03-24 00:00:00,2021-03-24 00:00:00,Non-Executive Independent Director
BRWM.L,Audit,Member,2016-04-28,LNFFPBEUZJBOSR6PW155,Blackrock World Mining Trust PLC,2,Ms. Jane Margaret Lewis,Jane,Margaret,Lewis,NaT,2016-04-28 00:00:00,2016-04-28 00:00:00,Non-Executive Independent Director
BRWM.L,Audit,Member,2014-08-19,LNFFPBEUZJBOSR6PW155,Blackrock World Mining Trust PLC,3,Ms. Judith Mosely,Judith,,Mosely,NaT,2014-08-19 00:00:00,2022-04-18 00:00:00,Senior Independent Non-Executive Director
BRWM.L,Audit,Chairman,2022-04-18,LNFFPBEUZJBOSR6PW155,Blackrock World Mining Trust PLC,4,Mr. Srinivasan (Venkat) Venkatakrishnan,Srinivasan,,Venkatakrishnan,NaT,2021-08-01 00:00:00,2021-08-01 00:00:00,Non-Executive Independent Director
BSIF.L,Audit,Member,,2138004ATNLYEQKY4B30,Bluefield Solar Income Fund Ltd,1,Mr. John P. H. S. Scott,John,P. H. S.,Scott,2013-12-10 00:00:00,2013-06-12 00:00:00,2022-11-29 00:00:00,Non-Executive Independent Chairman of the Board
BSIF.L,Audit,Member,2021-10-07,2138004ATNLYEQKY4B30,Bluefield Solar Income Fund Ltd,2,Ms. Elizabeth (Libby) Burne,Elizabeth,,Burne,NaT,2021-10-07 00:00:00,2021-10-07 00:00:00,Non-Executive Independent Director
BSIF.L,Audit,Chairman,,2138004ATNLYEQKY4B30,Bluefield Solar Income Fund Ltd,4,Mr. Paul Le Page,Paul,Hillary,Le Page,NaT,2013-06-12 00:00:00,2013-06-12 00:00:00,Non-Executive Independent Director
BSIF.L,Audit,Member,2020-04-01,2138004ATNLYEQKY4B30,Bluefield Solar Income Fund Ltd,5,Ms. Meriel Catherine Lenfestey,Meriel,Catherine,Lenfestey,NaT,2019-04-01 00:00:00,2019-04-01 00:00:00,Non-Executive Independent Director
BNKR.L,Audit,Chairman,2023-09-01,213800B9YWXL3X1VMZ69,Bankers Investment Trust PLC,11,Mr. Ankush Nandra,Ankush,,Nandra,NaT,2023-09-01 00:00:00,2023-09-01 00:00:00,Non-Executive Director
BNKR.L,Audit,Member,2022-11-01,213800B9YWXL3X1VMZ69,Bankers Investment Trust PLC,12,Ms. Hannah Philp,Hannah,,Philp,NaT,2022-11-01 00:00:00,2022-11-01 00:00:00,Non-Executive Director
BNKR.L,Audit,Member,2022-11-01,213800B9YWXL3X1VMZ69,Bankers Investment Trust PLC,13,Ms. Charlotte Valeur,Charlotte,,Valeur,NaT,2022-11-01 00:00:00,2022-11-01 00:00:00,Non-Executive Director
BNKR.L,Audit,Member,2015-02-25,213800B9YWXL3X1VMZ69,Bankers Investment Trust PLC,14,Mr. Julian R. Chillingworth,Julian,R.,Chillingworth,NaT,2015-02-25 00:00:00,2019-02-27 00:00:00,Senior Independent Non-Executive Director
BNKR.L,Audit,Member,2020-04-01,213800B9YWXL3X1VMZ69,Bankers Investment Trust PLC,15,Mr. Richard West,Richard,,West,NaT,2020-04-01 00:00:00,2020-04-01 00:00:00,Non-Executive Independent Director
BOY.L,Audit,Chairman,2022-05-24,213800V93QFW53NB7Y29,Bodycote PLC,6,Mr. Kevin James Boyd,Kevin,James,Boyd,NaT,2020-09-01 00:00:00,2020-09-01 00:00:00,Independent Non-Executive Director
BOY.L,Audit,Member,2018-01-01,213800V93QFW53NB7Y29,Bodycote PLC,7,Ms. Lili Chahbazi,Lili,,Chahbazi,NaT,2018-01-01 00:00:00,2018-01-01 00:00:00,Independent Non-Executive Director
BOY.L,Audit,Member,2022-06-01,213800V93QFW53NB7Y29,Bodycote PLC,9,Ms. Cynthia Gordon,Cynthia,,Gordon,NaT,2022-06-01 00:00:00,2022-06-01 00:00:00,Non-Executive Independent Director
BOY.L,Audit,Member,2016-09-13,213800V93QFW53NB7Y29,Bodycote PLC,10,"Mr. Patrick L. Larmon, CPA",Patrick,L.,Larmon,NaT,2016-09-13 00:00:00,2023-05-31 00:00:00,Senior Independent Non-Executive Director
BP.L,Audit,Member,2019-01-01,213800LH1BZH3DI6G760,BP PLC,15,Ms. Pamela Daley,Pamela,,Daley,NaT,2018-07-26 00:00:00,2018-07-26 00:00:00,Independent Non-Executive Director
BP.L,Audit,Chairman,2020-09-01,213800LH1BZH3DI6G760,BP PLC,17,Mr. Tushar Morzaria,Tushar,,Morzaria,NaT,2020-09-01 00:00:00,2020-09-01 00:00:00,Independent Non-Executive Director
BP.L,Audit,Member,2015-05-14,213800LH1BZH3DI6G760,BP PLC,20,Ms. Paula Rosput Reynolds,Paula,Rosput,Reynolds,NaT,2015-05-14 00:00:00,2020-05-27 00:00:00,Senior Non-Executive Independent Director
BP.L,Audit,Member,2021-01-01,213800LH1BZH3DI6G760,BP PLC,21,Ms. Karen A. Richardson,Karen,Ann,Richardson,NaT,2021-01-01 00:00:00,2021-01-01 00:00:00,Independent Non-Executive Director
BPTB.L,Audit,Member,,213800KFNMVI8PDZX472,Bridgepoint Group PLC,4,Ms. Carolyn Mccall,Carolyn,,Mccall,NaT,2021-07-12 00:00:00,2021-07-12 00:00:00,Independent Non-Executive Director
BPTB.L,Audit,Member,,213800KFNMVI8PDZX472,Bridgepoint Group PLC,5,Mr. Archie Norman,Archie,,Norman,NaT,2021-06-08 00:00:00,2021-06-08 00:00:00,Senior Independent Non-Executive Director
BPTB.L,Audit,Chairman,,213800KFNMVI8PDZX472,Bridgepoint Group PLC,6,Mr. Tim Score,Tim,,Score,NaT,2021-06-08 00:00:00,2021-06-08 00:00:00,Independent Non-Executive Director
BPTB.L,Audit,Member,2023-01-01,213800KFNMVI8PDZX472,Bridgepoint Group PLC,7,Mr. Cyrus Taraporevala,Cyrus,,Taraporevala,NaT,2023-01-01 00:00:00,2023-01-01 00:00:00,Independent Non-Executive Director
BATS.L,Audit,Member,2021-04-01,213800FKA5MF17RJKT63,British American Tobacco PLC,19,Ms. Karen Jane Guerra,Karen,Jane,Guerra,NaT,2020-09-14 00:00:00,2020-09-14 00:00:00,Non-Executive Independent Director
BATS.L,Audit,Chairman,2019-01-14,213800FKA5MF17RJKT63,British American Tobacco PLC,20,Ms. Holly Keller Koeppel,Holly,Keller,Koeppel,NaT,2017-07-21 00:00:00,2017-07-21 00:00:00,Non-Executive Independent Director
BATS.L,Audit,Member,2022-09-19,213800FKA5MF17RJKT63,British American Tobacco PLC,21,Ms. Veronique Laury,Veronique,,Laury,NaT,2022-09-19 00:00:00,2022-09-19 00:00:00,Non-Executive Independent Director
BATS.L,Audit,Member,2020-12-07,213800FKA5MF17RJKT63,British American Tobacco PLC,23,Mr. J. Darrell Thomas,J. Darrell,,Thomas,NaT,2020-12-07 00:00:00,2020-12-07 00:00:00,Non-Executive Independent Director
BLND.L,Audit,Member,2018-01-01,RV5B68J2GV3QGMRPW209,British Land Company PLC,9,Mr. Alastair Hughes,Alastair,,Hughes,NaT,2018-01-01 00:00:00,2018-03-31 00:00:00,Non-Executive Independent Director
BLND.L,Audit,Member,2021-03-31,RV5B68J2GV3QGMRPW209,British Land Company PLC,10,Mr. Preben Prebensen,Preben,,Prebensen,NaT,2017-09-01 00:00:00,2020-07-01 00:00:00,Senior Non-Executive Independent Director
BLND.L,Audit,Chairman,2021-03-31,RV5B68J2GV3QGMRPW209,British Land Company PLC,12,Ms. Loraine Woodhouse,Loraine,,Woodhouse,NaT,2021-03-01 00:00:00,2021-03-01 00:00:00,Non-Executive Independent Director
BVIC.L,Audit,Member,,635400L3NVMYD4BVCI53,Britvic PLC,14,Mr. William Eccleshare,William,,Eccleshare,NaT,2017-11-29 00:00:00,2022-04-01 00:00:00,Senior Independent Non-Executive Director
BVIC.L,Audit,Chairman,2022-05-01,635400L3NVMYD4BVCI53,Britvic PLC,15,Ms. Emer Finnan,Emer,,Finnan,NaT,2022-01-01 00:00:00,2022-01-01 00:00:00,Independent Non-Executive Director
BVIC.L,Audit,Member,2016-02-29,635400L3NVMYD4BVCI53,Britvic PLC,17,Mr. Euan Sutherland,Euan,Angus,Sutherland,NaT,2016-02-29 00:00:00,2016-02-29 00:00:00,Independent Non-Executive Director
BT.L,Audit,Member,2023-04-06,213800LRO7NS5CYQMN21,BT Group PLC,13,Ms. Ruth Cairnie,Ruth,,Cairnie,NaT,2023-04-06 00:00:00,2023-07-01 00:00:00,Senior Non-Executive Independent Director
BT.L,Audit,Chairman,2020-07-16,213800LRO7NS5CYQMN21,BT Group PLC,17,Mr. Matthew Key,Matthew,,Key,NaT,2018-10-25 00:00:00,2018-10-25 00:00:00,Independent Non-Executive Director
BT.L,Audit,Member,2020-07-16,213800LRO7NS5CYQMN21,BT Group PLC,19,"Ms. Sara V. Weller, CBE",Sara,V.,Weller,NaT,2020-07-16 00:00:00,2020-07-16 00:00:00,Independent Non-Executive Director
BNZL.L,Audit,Member,2023-03-01,213800Q1Q9DV4L78UM09,Bunzl plc,13,Ms. Jacky Simmonds,Jacky,,Simmonds,NaT,2023-03-01 00:00:00,2023-03-01 00:00:00,Non-Executive Director
BNZL.L,Audit,Member,2022-08-01,213800Q1Q9DV4L78UM09,Bunzl plc,14,"Dr. Pamela J. (Pam) Kirby, Ph.D.",Pamela,J.,Kirby,NaT,2022-08-01 00:00:00,2022-08-01 00:00:00,Independent Non-Executive Director
BNZL.L,Audit,Member,2015-02-01,213800Q1Q9DV4L78UM09,Bunzl plc,15,"Ms. Vanda Murray, OBE",Vanda,,Murray,NaT,2015-02-01 00:00:00,2017-04-19 00:00:00,Senior Independent Non-Executive Director
BNZL.L,Audit,Member,,213800Q1Q9DV4L78UM09,Bunzl plc,17,Mr. Stephan R. Nanninga,Stephan,R.,Nanninga,NaT,2017-05-01 00:00:00,2017-05-01 00:00:00,Independent Non-Executive Director
BNZL.L,Audit,Chairman,2017-04-19,213800Q1Q9DV4L78UM09,Bunzl plc,18,Mr. Lloyd Pitchford,Lloyd,,Pitchford,NaT,2017-03-01 00:00:00,2017-03-01 00:00:00,Independent Non-Executive Director
BRBY.L,Audit,Member,2023-09-01,213800PE1KEFCNFR1R50,Burberry Group PLC,15,Ms. Alessandra Cozzani,Alessandra,,Cozzani,NaT,2023-09-01 00:00:00,2023-09-01 00:00:00,Non-Executive Director
BRBY.L,Audit,Member,2021-01-01,213800PE1KEFCNFR1R50,Burberry Group PLC,17,Mr. Antoine Bernard de Saint-Affrique,Antoine,Bernard,de Saint-Affrique,NaT,2021-01-01 00:00:00,2021-01-01 00:00:00,Non-Executive Independent Director
BRBY.L,Audit,Member,2018-11-07,213800PE1KEFCNFR1R50,Burberry Group PLC,19,Mr. Ronald L. (Ron) Frasch,Ronald,L.,Frasch,NaT,2017-09-01 00:00:00,2017-09-01 00:00:00,Non-Executive Independent Director
BRBY.L,Audit,Member,2019-10-01,213800PE1KEFCNFR1R50,Burberry Group PLC,21,Ms. Debra L. Lee,Debra,L.,Lee,NaT,2019-10-01 00:00:00,2019-10-01 00:00:00,Non-Executive Independent Director
BRBY.L,Audit,Chairman,2023-07-01,213800PE1KEFCNFR1R50,Burberry Group PLC,23,Mr. Alan J. H. Stewart,Alan,J. H.,Stewart,NaT,2022-09-01 00:00:00,2022-09-01 00:00:00,Non-Executive Independent Director
